"No.","Time","Source","Destination","Protocol","Length","Info"
"71","0.000101","1.1.6.206","1.2.14.81","TCP","70","48913  >  443 [ACK] Seq=1 Ack=837 Win=41992 Len=0 TSval=301245152 TSecr=591812200"
"72","0.000102","1.1.11.195","1.2.19.12","TCP","70","43976  >  443 [ACK] Seq=1 Ack=1349 Win=40544 Len=0 TSval=301245160 TSecr=591812127"
"73","0.000104","1.2.104.182","1.1.213.65","SSLv3","906","Application Data"
"74","0.000104","1.2.31.193","1.1.23.218","TCP","70","443  >  9341 [ACK] Seq=1 Ack=94 Win=50680 Len=0 TSval=591812414 TSecr=301244347"
"75","0.000104","1.2.90.5","1.1.229.71","TCP","70","443  >  62146 [ACK] Seq=1 Ack=67 Win=47784 Len=0 TSval=591812415 TSecr=301244379"
"76","0.000104","1.2.220.174","1.1.213.5","TCP","70","443  >  57708 [ACK] Seq=1 Ack=1406 Win=46336 Len=0 TSval=591812415 TSecr=301244586"
"77","0.000109","1.2.113.188","1.1.221.225","TCP","70","443  >  51830 [ACK] Seq=1 Ack=66 Win=44888 Len=0 TSval=591812454 TSecr=301244467"
"78","0.000111","1.1.250.175","1.2.87.134","SSLv3","1475","Application Data"
"79","0.000112","1.1.23.76","1.2.171.122","TCP","70","38963  >  443 [ACK] Seq=1 Ack=837 Win=41992 Len=0 TSval=301245227 TSecr=591812136"
"80","0.000112","1.1.61.174","1.2.252.191","SSLv3","135","Application Data"
"81","0.000112","1.2.164.237","1.1.8.77","TCP","70","443  >  43434 [ACK] Seq=1 Ack=1406 Win=46336 Len=0 TSval=591812475 TSecr=301244744"
"82","0.000112","1.2.167.23","1.1.179.37","TCP","70","443  >  6111 [ACK] Seq=1 Ack=1406 Win=49232 Len=0 TSval=591812477 TSecr=301244701"
"83","0.000118","1.2.206.53","1.1.197.143","TCP","70","443  >  32508 [ACK] Seq=1 Ack=1406 Win=52128 Len=0 TSval=591812520 TSecr=301244638"
"84","0.000119","1.2.204.68","1.1.112.221","TCP","70","443  >  53503 [ACK] Seq=1 Ack=66 Win=44888 Len=0 TSval=591812534 TSecr=301244713"
"85","0.000120","1.1.86.90","1.2.234.64","SSLv3","163","Application Data"
"86","0.000120","1.1.162.128","1.2.170.1","SSLv3","163","Application Data"
"87","0.000125","1.1.131.80","1.2.63.94","SSLv3","1475","Application Data"
"88","0.000126","1.1.136.41","1.2.67.202","SSLv3","163","Application Data"
"89","0.000128","1.1.230.92","1.2.93.174","SSLv3","1475","Application Data"
"90","0.000129","1.2.75.231","1.1.68.113","SSLv3","1418","Application Data"
"91","0.000130","1.2.87.134","1.1.250.175","TCP","70","443  >  23617 [ACK] Seq=1 Ack=1406 Win=43440 Len=0 TSval=591812618 TSecr=301245218"
"92","0.000133","1.2.166.226","1.1.190.207","SSLv3","1418","Application Data"
"93","0.000138","1.2.147.225","1.1.148.78","SSLv3","483","Application Data"
"94","0.000137","1.1.15.159","1.2.163.177","SSLv3","1475","Application Data"
"95","0.000138","1.1.221.9","1.2.196.195","SSLv3","1475","Application Data"
"96","0.000139","1.1.104.108","1.2.196.255","SSLv3","163","Application Data"
"97","0.000140","1.1.56.147","1.2.244.125","SSLv3","1475","Application Data"
"98","0.000141","1.1.242.117","1.2.77.133","SSLv3","136","Application Data"
"99","0.000140","1.2.29.208","1.1.162.35","SSLv3","1418","Application Data"
"100","0.000146","1.2.206.222","1.1.218.137","SSLv3","483","Application Data"
"101","0.000150","1.1.169.13","1.2.36.184","SSLv3","163","Application Data"
"102","0.000157","1.1.61.2","1.2.69.239","SSLv3","1475","Application Data"
"103","0.000158","1.2.201.223","1.1.117.209","SSLv3","483","Application Data"
"104","0.000158","1.2.47.250","1.1.36.205","TCP","70","443  >  34999 [ACK] Seq=1 Ack=1406 Win=46336 Len=0 TSval=591812846 TSecr=301244977"
"105","0.000161","1.1.70.187","1.2.78.105","SSLv3","1475","Application Data"
"106","0.000163","1.1.221.237","1.2.113.228","SSLv3","1475","Application Data"
"107","0.000164","1.1.44.113","1.2.135.254","SSLv3","1475","Application Data"
"108","0.000165","1.1.161.232","1.2.169.167","SSLv3","1475","Application Data"
"109","0.000166","1.1.143.189","1.2.67.99","SSLv3","136","Application Data"
"110","0.000168","1.1.26.91","1.2.34.73","SSLv3","1475","Application Data"
"111","0.000169","1.2.110.2","1.1.102.68","SSLv3","1418","Application Data"
"112","0.000169","1.1.202.5","1.2.6.64","SSLv3","1475","Application Data"
"113","0.000170","1.2.63.94","1.1.131.80","TCP","70","443  >  17442 [ACK] Seq=1 Ack=1406 Win=49232 Len=0 TSval=591812938 TSecr=301245336"
"114","0.000170","1.2.16.160","1.1.189.4","SSLv3","483","Application Data"
"115","0.000170","1.1.184.7","1.2.23.143","SSLv3","1475","Application Data"
"116","0.000171","1.1.74.84","1.2.230.103","SSLv3","1475","Application Data"
"117","0.000172","1.1.24.18","1.2.32.38","SSLv3","1475","Application Data"
"118","0.000174","1.2.196.255","1.1.104.108","TCP","70","443  >  30139 [ACK] Seq=1 Ack=94 Win=50680 Len=0 TSval=591812971 TSecr=301245449"
"119","0.000174","1.2.72.3","1.1.245.8","TCP","70","443  >  1217 [ACK] Seq=1 Ack=94 Win=50680 Len=0 TSval=591812972 TSecr=301245111"
"120","0.000174","1.1.102.93","1.2.217.196","SSLv3","135","Application Data"
"121","0.000181","1.2.97.46","1.1.237.113","SSLv3","906","Application Data"
"122","0.000182","1.2.170.1","1.1.162.128","TCP","70","443  >  8892 [ACK] Seq=1 Ack=94 Win=50680 Len=0 TSval=591813032 TSecr=301245305"
"123","0.000184","1.2.135.254","1.1.44.113","TCP","70","443  >  33977 [ACK] Seq=1 Ack=1406 Win=49232 Len=0 TSval=591813049 TSecr=301245643"
"124","0.000184","1.1.19.154","1.2.27.77","SSLv3","163","Application Data"
"125","0.000184","1.2.234.64","1.1.86.90","TCP","70","443  >  25340 [ACK] Seq=1 Ack=94 Win=50680 Len=0 TSval=591813055 TSecr=301245303"
"126","0.000185","1.1.51.85","1.2.143.168","SSLv3","136","Application Data"
"127","0.000188","1.2.217.196","1.1.102.93","TCP","70","443  >  29325 [ACK] Seq=1 Ack=66 Win=44888 Len=0 TSval=591813087 TSecr=301245736"
"128","0.000191","1.2.163.177","1.1.15.159","TCP","70","443  >  45170 [ACK] Seq=1 Ack=1406 Win=52128 Len=0 TSval=591813107 TSecr=301245430"
"129","0.000194","1.2.34.73","1.1.26.91","TCP","70","443  >  39687 [ACK] Seq=1 Ack=1406 Win=46336 Len=0 TSval=591813129 TSecr=301245674"
"130","0.000193","1.1.76.228","1.2.224.173","SSLv3","1475","Application Data"
"131","0.000195","1.1.107.185","1.2.115.241","SSLv3","1475","Application Data"
"132","0.000198","1.1.66.13","1.2.254.24","SSLv3","1475","Application Data"
"133","0.000199","1.1.218.215","1.2.194.234","SSLv3","1475","Application Data"
"134","0.000200","1.1.234.253","1.2.210.229","SSLv3","1475","Application Data"
"135","0.000201","1.2.105.170","1.1.213.246","TCP","70","443  >  57954 [ACK] Seq=1 Ack=1406 Win=49232 Len=0 TSval=591813191 TSecr=301245072"
"136","0.000202","1.2.32.38","1.1.24.18","TCP","70","443  >  9443 [ACK] Seq=1 Ack=1406 Win=49232 Len=0 TSval=591813196 TSecr=301245712"
"137","0.000202","1.1.252.115","1.2.228.15","SSLv3","1475","Application Data"
"138","0.000203","1.1.155.180","1.2.140.53","SSLv3","163","Application Data"
"139","0.000205","1.1.79.160","1.2.86.248","SSLv3","1475","Application Data"
"140","0.000207","1.1.148.78","1.2.147.225","TCP","70","11420  >  443 [ACK] Seq=1 Ack=414 Win=39096 Len=0 TSval=301245986 TSecr=591812681"
"141","0.000209","1.2.255.184","1.1.240.49","TCP","70","443  >  20597 [ACK] Seq=1 Ack=1406 Win=52128 Len=0 TSval=591813253 TSecr=301244964"
"142","0.000211","1.2.67.202","1.1.136.41","TCP","70","443  >  62605 [ACK] Seq=1 Ack=94 Win=50680 Len=0 TSval=591813264 TSecr=301245345"
"143","0.000211","1.1.143.78","1.2.247.6","SSLv3","136","Application Data"
"144","0.000212","1.2.78.105","1.1.70.187","TCP","70","443  >  21284 [ACK] Seq=1 Ack=1406 Win=49232 Len=0 TSval=591813278 TSecr=301245624"
"145","0.000215","1.1.213.65","1.2.104.182","TCP","70","57710  >  443 [ACK] Seq=1 Ack=837 Win=41992 Len=0 TSval=301246060 TSecr=591812408"
"146","0.000215","1.1.162.35","1.2.29.208","TCP","70","8856  >  443 [ACK] Seq=1 Ack=1349 Win=40544 Len=0 TSval=301246066 TSecr=591812702"
"147","0.000216","1.1.21.236","1.2.33.59","SSLv3","136","Application Data"
"148","0.000220","1.2.93.174","1.1.230.92","TCP","70","443  >  61040 [ACK] Seq=1 Ack=1406 Win=46336 Len=0 TSval=591813337 TSecr=301245357"
"149","0.000221","1.2.244.125","1.1.56.147","TCP","70","443  >  17722 [ACK] Seq=1 Ack=1406 Win=49232 Len=0 TSval=591813350 TSecr=301245450"
"150","0.000221","1.1.90.113","1.2.97.209","SSLv3","1475","Application Data"
"151","0.000222","1.1.151.104","1.2.158.211","SSLv3","135","Application Data"
"152","0.000222","1.1.190.207","1.2.166.226","TCP","70","6047  >  443 [ACK] Seq=1 Ack=1349 Win=40544 Len=0 TSval=301246110 TSecr=591812647"
"153","0.000222","1.2.36.184","1.1.169.13","TCP","70","443  >  10610 [ACK] Seq=1 Ack=94 Win=50680 Len=0 TSval=591813356 TSecr=301245541"
"154","0.000223","1.1.68.113","1.2.75.231","TCP","70","64678  >  443 [ACK] Seq=1 Ack=1349 Win=40544 Len=0 TSval=301246124 TSecr=591812609"
"155","0.000224","1.2.77.30","1.1.241.141","SSLv3","1418","Application Data"
"156","0.000230","1.2.203.201","1.1.119.42","SSLv3","1418","Application Data"
"157","0.000231","1.2.67.99","1.1.143.189","TCP","70","443  >  62499 [ACK] Seq=1 Ack=67 Win=47784 Len=0 TSval=591813427 TSecr=301245662"
"158","0.000231","1.2.169.167","1.1.161.232","TCP","70","443  >  8806 [ACK] Seq=1 Ack=1406 Win=49232 Len=0 TSval=591813428 TSecr=301245653"
"159","0.000232","1.2.210.229","1.1.234.253","TCP","70","443  >  27554 [ACK] Seq=1 Ack=1406 Win=46336 Len=0 TSval=591813434 TSecr=301245936"
"160","0.000232","1.1.37.207","1.2.46.60","SSLv3","1475","Application Data"
"161","0.000233","1.1.218.137","1.2.206.222","TCP","70","32670  >  443 [ACK] Seq=1 Ack=414 Win=39096 Len=0 TSval=301246195 TSecr=591812747"
"162","0.000233","1.1.186.133","1.2.161.233","SSLv3","163","Application Data"
"163","0.000233","1.1.56.38","1.2.64.171","SSLv3","136","Application Data"
"164","0.000233","1.1.224.249","1.2.92.249","SSLv3","136","Application Data"
"165","0.000235","1.2.69.239","1.1.61.2","TCP","70","443  >  19124 [ACK] Seq=1 Ack=1406 Win=46336 Len=0 TSval=591813462 TSecr=301245587"
"166","0.000236","1.2.245.29","1.1.141.81","SSLv3","483","Application Data"
"167","0.000238","1.1.189.4","1.2.16.160","TCP","70","43352  >  443 [ACK] Seq=1 Ack=414 Win=39096 Len=0 TSval=301246243 TSecr=591812939"
"168","0.000239","1.2.230.103","1.1.74.84","TCP","70","443  >  60195 [ACK] Seq=1 Ack=1406 Win=49232 Len=0 TSval=591813490 TSecr=301245703"
"169","0.000241","1.2.77.133","1.1.242.117","TCP","70","443  >  65088 [ACK] Seq=1 Ack=67 Win=47784 Len=0 TSval=591813507 TSecr=301245460"
"170","0.000243","1.1.175.94","1.2.151.2","SSLv3","163","Application Data"
"171","0.000243","1.1.252.116","1.2.228.68","SSLv3","136","Application Data"
"172","0.000244","1.1.117.209","1.2.201.223","TCP","70","33437  >  443 [ACK] Seq=1 Ack=414 Win=39096 Len=0 TSval=301246297 TSecr=591812843"
"173","0.000245","1.2.252.191","1.1.61.174","TCP","70","443  >  1400 [ACK] Seq=1 Ack=66 Win=44888 Len=0 TSval=591813539 TSecr=301245237"
"174","0.000246","1.2.247.6","1.1.143.78","TCP","70","443  >  18368 [ACK] Seq=1 Ack=67 Win=47784 Len=0 TSval=591813545 TSecr=301246032"
"175","0.000246","1.1.102.19","1.2.109.249","SSLv3","136","Application Data"
"176","0.000247","1.1.3.90","1.2.12.59","SSLv3","136","Application Data"
"177","0.000249","1.2.27.77","1.1.19.154","TCP","70","443  >  44043 [ACK] Seq=1 Ack=94 Win=50680 Len=0 TSval=591813570 TSecr=301245811"
"178","0.000250","1.2.23.143","1.1.184.7","TCP","70","443  >  45128 [ACK] Seq=1 Ack=1406 Win=46336 Len=0 TSval=591813583 TSecr=301245693"
"179","0.000253","1.2.244.70","1.1.56.101","SSLv3","483","Application Data"
"180","0.000254","1.2.196.195","1.1.221.9","TCP","70","443  >  30086 [ACK] Seq=1 Ack=1406 Win=49232 Len=0 TSval=591813611 TSecr=301245439"
"181","0.000256","1.2.161.233","1.1.186.133","TCP","70","443  >  42657 [ACK] Seq=1 Ack=94 Win=50680 Len=0 TSval=591813626 TSecr=301246196"
"182","0.000255","1.1.158.169","1.2.134.128","SSLv3","1475","Application Data"
"183","0.000259","1.2.151.2","1.1.175.94","TCP","70","443  >  10177 [ACK] Seq=1 Ack=94 Win=50680 Len=0 TSval=591813648 TSecr=301246287"
"184","0.000259","1.2.224.173","1.1.76.228","TCP","70","443  >  22886 [ACK] Seq=1 Ack=1406 Win=46336 Len=0 TSval=591813650 TSecr=301245880"
"185","0.000259","1.1.237.20","1.2.213.138","SSLv3","1475","Application Data"
"186","0.000260","1.1.125.177","1.2.8.177","SSLv3","135","Application Data"
"187","0.000260","1.1.102.68","1.2.110.2","TCP","70","57019  >  443 [ACK] Seq=1 Ack=1349 Win=40544 Len=0 TSval=301246426 TSecr=591812929"
"188","0.000265","1.2.143.168","1.1.51.85","TCP","70","443  >  35951 [ACK] Seq=1 Ack=67 Win=47784 Len=0 TSval=591813701 TSecr=301245821"
"189","0.000266","1.2.113.228","1.1.221.237","TCP","70","443  >  51869 [ACK] Seq=1 Ack=1406 Win=49232 Len=0 TSval=591813706 TSecr=301245633"
"190","0.000273","1.2.115.241","1.1.107.185","TCP","70","443  >  30900 [ACK] Seq=1 Ack=1406 Win=52128 Len=0 TSval=591813765 TSecr=301245891"
"191","0.000276","1.2.6.64","1.1.202.5","TCP","70","443  >  46848 [ACK] Seq=1 Ack=1406 Win=49232 Len=0 TSval=591813784 TSecr=301245683"
"192","0.000283","1.2.228.68","1.1.252.116","TCP","70","443  >  59652 [ACK] Seq=1 Ack=67 Win=47784 Len=0 TSval=591813840 TSecr=301246288"
"193","0.000285","1.2.64.171","1.1.56.38","TCP","70","443  >  17769 [ACK] Seq=1 Ack=67 Win=47784 Len=0 TSval=591813863 TSecr=301246204"
"194","0.000291","1.1.56.101","1.2.244.70","TCP","70","63743  >  443 [ACK] Seq=1 Ack=414 Win=39096 Len=0 TSval=301246674 TSecr=591813606"
"195","0.000295","1.2.33.59","1.1.21.236","TCP","70","443  >  9720 [ACK] Seq=1 Ack=67 Win=47784 Len=0 TSval=591813943 TSecr=301246070"
"196","0.000299","1.2.194.234","1.1.218.215","TCP","70","443  >  51111 [ACK] Seq=1 Ack=1406 Win=49232 Len=0 TSval=591813970 TSecr=301245926"
"197","0.000301","1.1.101.191","1.2.109.169","SSLv3","1475","Application Data"
"198","0.000306","1.2.254.24","1.1.66.13","TCP","70","443  >  1747 [ACK] Seq=1 Ack=1406 Win=49232 Len=0 TSval=591814024 TSecr=301245917"
"199","0.000313","1.1.143.99","1.2.247.107","SSLv3","163","Application Data"
"200","0.000313","1.2.140.53","1.1.155.180","TCP","70","443  >  37118 [ACK] Seq=1 Ack=94 Win=50680 Len=0 TSval=591814084 TSecr=301245955"
"201","0.000316","1.2.83.45","1.1.75.144","SSLv3","1418","Application Data"
"202","0.000318","1.2.97.209","1.1.90.113","TCP","70","443  >  26255 [ACK] Seq=1 Ack=1406 Win=46336 Len=0 TSval=591814120 TSecr=301246097"
"203","0.000318","1.2.228.15","1.1.252.115","TCP","70","443  >  21711 [ACK] Seq=1 Ack=1406 Win=46336 Len=0 TSval=591814120 TSecr=301245946"
"204","0.000319","1.2.46.60","1.1.37.207","TCP","70","443  >  13047 [ACK] Seq=1 Ack=1406 Win=46336 Len=0 TSval=591814135 TSecr=301246186"
"205","0.000322","1.1.119.155","1.2.203.51","SSLv3","1475","Application Data"
"206","0.000323","1.1.237.113","1.2.97.46","TCP","70","26104  >  443 [ACK] Seq=1 Ack=837 Win=41992 Len=0 TSval=301246915 TSecr=591813025"
"207","0.000322","1.2.190.40","1.1.181.178","SSLv3","483","Application Data"
"208","0.000323","1.2.109.249","1.1.102.19","TCP","70","443  >  29375 [ACK] Seq=1 Ack=67 Win=47784 Len=0 TSval=591814167 TSecr=301246311"
"209","0.000325","1.2.92.249","1.1.224.249","TCP","70","443  >  25005 [ACK] Seq=1 Ack=67 Win=47784 Len=0 TSval=591814180 TSecr=301246209"
"210","0.000331","1.2.86.248","1.1.79.160","TCP","70","443  >  23481 [ACK] Seq=1 Ack=1406 Win=46336 Len=0 TSval=591814228 TSecr=301245977"
"211","0.000330","1.1.189.152","1.2.17.119","SSLv3","1475","Application Data"
"212","0.000331","1.1.241.141","1.2.77.30","TCP","70","20961  >  443 [ACK] Seq=1 Ack=1349 Win=40544 Len=0 TSval=301246984 TSecr=591813374"
"213","0.000334","1.1.92.30","1.2.215.193","SSLv3","1475","Application Data"
"214","0.000337","1.1.40.207","1.2.132.149","SSLv3","1475","Application Data"
"215","0.000337","1.2.211.182","1.1.232.104","SSLv3","1418","Application Data"
"216","0.000339","1.2.8.177","1.1.125.177","TCP","70","443  >  49513 [ACK] Seq=1 Ack=66 Win=44888 Len=0 TSval=591814288 TSecr=301246415"
"217","0.000338","1.1.199.106","1.2.206.186","SSLv3","1475","Application Data"
"218","0.000339","1.2.24.38","1.1.16.59","SSLv3","1418","Application Data"
"219","0.000340","1.2.12.59","1.1.3.90","TCP","70","443  >  4342 [ACK] Seq=1 Ack=67 Win=47784 Len=0 TSval=591814298 TSecr=301246318"
"220","0.000346","1.1.124.91","1.2.179.137","SSLv3","163","Application Data"
"221","0.000347","1.2.213.138","1.1.237.20","TCP","70","443  >  26189 [ACK] Seq=1 Ack=1406 Win=46336 Len=0 TSval=591814354 TSecr=301246406"
"222","0.000349","1.1.119.80","1.2.183.52","SSLv3","163","Application Data"
"223","0.000351","1.1.141.225","1.2.240.209","SSLv3","163","Application Data"
"224","0.000352","1.1.202.157","1.2.6.153","SSLv3","163","Application Data"
"225","0.000353","1.1.75.177","1.2.83.113","SSLv3","136","Application Data"
"226","0.000354","1.2.68.116","1.1.142.213","SSLv3","1418","Application Data"
"227","0.000355","1.2.201.55","1.1.193.11","SSLv3","483","Application Data"
"228","0.000356","1.1.55.245","1.2.63.221","SSLv3","1475","Application Data"
"229","0.000358","1.1.159.166","1.2.135.79","SSLv3","136","Application Data"
"230","0.000358","1.2.147.82","1.1.171.118","SSLv3","906","Application Data"
"231","0.000361","1.1.64.166","1.2.72.163","SSLv3","1475","Application Data"
"232","0.000366","1.1.49.34","1.2.57.57","SSLv3","136","Application Data"
"233","0.000368","1.2.85.246","1.1.250.142","SSLv3","1418","Application Data"
