"No.","Time","Source","Destination","Protocol","Length","Info"
"29","0.006508","1.1.146.22","1.2.38.131","TCP","70","38831  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262481594 TSecr=552470413"
"30","0.006768","1.1.94.92","1.2.234.177","TCP","70","61288  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262483667 TSecr=552469826"
"31","0.008466","1.1.23.42","1.2.163.127","TCP","70","45110  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262497251 TSecr=551464706"
"32","0.009409","1.1.149.221","1.2.34.51","TCP","70","39709  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262504795 TSecr=552366064"
"33","0.009454","1.1.84.177","1.2.225.6","TCP","70","58816  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262505154 TSecr=551641342"
"34","0.009464","1.2.62.190","1.1.138.104","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"35","0.009471","1.2.64.29","1.1.139.199","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"36","0.009475","1.2.48.240","1.1.132.154","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"37","0.009479","1.2.44.108","1.1.44.9","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"38","0.009482","1.2.94.77","1.1.233.247","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"39","0.009497","1.2.133.136","1.1.133.16","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"40","0.009502","1.2.189.124","1.1.188.111","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"41","0.009506","1.2.193.184","1.1.117.99","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"42","0.009510","1.2.189.79","1.1.188.234","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"43","0.009514","1.2.179.135","1.1.179.34","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"44","0.009904","1.1.98.45","1.2.214.130","TCP","70","56148  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262508756 TSecr=552845118"
"45","0.010060","1.1.167.3","1.2.19.89","TCP","70","42012  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262510004 TSecr=552418072"
"46","0.011198","1.1.72.23","1.2.72.123","TCP","70","1333  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262519113 TSecr=552365812"
"47","0.011504","1.1.31.57","1.2.171.142","TCP","70","38985  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262521558 TSecr=552327717"
"48","0.011620","1.1.176.129","1.2.4.215","TCP","70","2455  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262522489 TSecr=551539441"
"49","0.011654","1.1.228.243","1.2.81.93","TCP","70","22150  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262522762 TSecr=551261019"
"50","0.011718","1.1.226.225","1.2.87.89","TCP","70","23592  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262523267 TSecr=552328393"
"51","0.011786","1.1.163.193","1.2.24.23","TCP","70","7398  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262523818 TSecr=552365745"
"52","0.012604","1.1.255.182","1.2.249.181","TCP","70","21940  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262530362 TSecr=552521727"
"53","0.013125","1.1.153.90","1.2.45.176","TCP","70","12904  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262534527 TSecr=552470474"
"54","0.014892","1.1.104.62","1.2.220.147","TCP","70","27966  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262548660 TSecr=551538298"
"55","0.015832","1.1.146.176","1.2.39.25","TCP","70","11236  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262556183 TSecr=551741573"
"56","0.015920","1.1.19.176","1.2.160.5","TCP","70","42178  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262556883 TSecr=552469895"
"57","0.016004","1.1.71.129","1.2.253.218","TCP","70","64833  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262557561 TSecr=552896556"
"58","0.016016","1.1.133.16","1.2.133.136","TCP","70","35401  >  443 [ACK] Seq=1 Ack=635 Win=18824 Len=0 TSval=262557653 TSecr=553072742"
"59","0.016025","1.2.2.154","1.1.182.68","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"60","0.016030","1.2.21.10","1.1.160.180","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"61","0.016034","1.2.170.90","1.1.30.5","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"62","0.016038","1.2.225.38","1.1.84.209","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"63","0.016042","1.2.39.151","1.1.147.65","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"64","0.016055","1.2.162.200","1.1.22.94","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"65","0.016060","1.2.200.175","1.1.124.90","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"66","0.016064","1.2.220.165","1.1.220.45","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"67","0.016068","1.2.52.150","1.1.128.64","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"68","0.016072","1.2.239.21","1.1.238.179","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"69","0.016080","1.2.203.232","1.1.203.132","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"70","0.016084","1.2.220.178","1.1.220.61","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"71","0.016088","1.2.185.109","1.1.13.24","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"72","0.016092","1.2.24.182","1.1.163.145","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"73","0.016096","1.2.241.205","1.1.240.162","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"74","0.016470","1.1.55.45","1.2.131.130","TCP","70","15427  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262561290 TSecr=552470664"
"75","0.017658","1.1.189.44","1.2.9.130","TCP","70","3646  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262570787 TSecr=552328039"
"76","0.017663","1.2.220.11","1.1.211.81","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"77","0.017668","1.2.19.249","1.1.19.136","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"78","0.017670","1.1.110.171","1.2.219.0","TCP","70","57274  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262570884 TSecr=552366034"
"79","0.017672","1.2.195.178","1.1.119.93","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"80","0.017677","1.2.178.67","1.1.5.238","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"81","0.017680","1.2.77.26","1.1.248.196","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"82","0.017690","1.2.191.89","1.1.189.172","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"83","0.017694","1.2.3.69","1.1.182.239","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"84","0.017698","1.2.96.63","1.1.235.214","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"85","0.017803","1.1.24.198","1.2.173.27","TCP","70","7623  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262571947 TSecr=551641276"
"86","0.017999","1.1.18.106","1.2.166.191","TCP","70","6008  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262573518 TSecr=551364344"
"87","0.018096","1.1.153.217","1.2.154.244","TCP","70","13993  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262574296 TSecr=552418030"
"88","0.018207","1.1.133.204","1.2.50.237","TCP","70","14583  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262575183 TSecr=552365321"
"89","0.018912","1.1.217.36","1.2.109.122","TCP","70","56894  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262580826 TSecr=552522069"
"90","0.019373","1.1.47.15","1.2.47.114","TCP","70","13467  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262584513 TSecr=552470855"
"91","0.021320","1.1.220.61","1.2.106.249","TCP","70","57025  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262600087 TSecr=551538741"
"92","0.022108","1.1.110.1","1.2.218.86","TCP","70","29463  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262606388 TSecr=551741822"
"93","0.022237","1.1.62.66","1.2.138.165","TCP","70","17256  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262607420 TSecr=552521663"
"94","0.022354","1.1.196.17","1.2.112.121","TCP","70","51580  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262608357 TSecr=552946522"
"95","0.022883","1.1.221.233","1.2.222.76","TCP","70","28429  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262612589 TSecr=552522488"
"96","0.022888","1.2.137.51","1.1.60.222","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"97","0.022893","1.2.57.187","1.1.56.130","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"98","0.022903","1.2.188.171","1.1.8.86","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"99","0.022906","1.2.235.145","1.1.95.23","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"100","0.022911","1.2.98.19","1.1.212.250","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"101","0.022915","1.2.246.142","1.1.66.56","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"102","0.022919","1.2.193.77","1.1.192.235","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"103","0.022927","1.2.111.98","1.1.218.254","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"104","0.022931","1.2.194.43","1.1.193.201","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"105","0.022934","1.2.184.22","1.1.11.193","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"106","0.022938","1.2.27.140","1.1.27.40","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"107","0.022942","1.2.76.109","1.1.248.23","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"108","0.022950","1.2.157.93","1.1.41.8","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"109","0.022954","1.2.94.29","1.1.239.183","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"110","0.022958","1.2.35.170","1.1.151.72","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"111","0.022962","1.2.5.104","1.1.176.245","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"112","0.022966","1.2.139.25","1.1.62.196","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"113","0.023905","1.1.182.202","1.2.3.32","TCP","70","48087  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262620768 TSecr=552328455"
"114","0.024116","1.1.8.141","1.2.188.244","TCP","70","3656  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262622458 TSecr=552469584"
"115","0.024254","1.1.192.185","1.2.193.18","TCP","70","31215  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262623559 TSecr=551940883"
"116","0.024342","1.1.48.126","1.2.48.227","TCP","70","35243  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262624262 TSecr=552365352"
"117","0.024350","1.1.34.194","1.2.151.23","TCP","70","10184  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262624323 TSecr=551365541"
"118","0.024486","1.1.246.63","1.2.67.72","TCP","70","62744  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262625417 TSecr=552470314"
"119","0.025308","1.1.171.153","1.2.171.251","TCP","70","39100  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262631991 TSecr=552522102"
"120","0.025582","1.1.42.105","1.2.42.204","TCP","70","12163  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262634182 TSecr=552522363"
"121","0.027760","1.1.137.226","1.2.138.59","TCP","70","17126  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262651611 TSecr=551538932"
"122","0.028126","1.1.84.214","1.2.225.56","TCP","70","23102  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262654537 TSecr=551741955"
"123","0.028499","1.1.224.39","1.2.224.139","TCP","70","22859  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262657520 TSecr=552522457"
"124","0.028620","1.1.90.46","1.2.238.131","TCP","70","62256  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262658488 TSecr=552946968"
"125","0.028949","1.1.186.224","1.2.187.71","TCP","70","5140  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262661116 TSecr=552574127"
"126","0.029320","1.1.248.23","1.2.76.109","TCP","70","64814  >  443 [ACK] Seq=1 Ack=635 Win=18824 Len=0 TSval=262664087 TSecr=553180301"
"127","0.029329","1.2.107.189","1.1.223.89","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"128","0.029334","1.2.55.66","1.1.130.236","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"129","0.029338","1.2.121.125","1.1.205.39","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"130","0.029342","1.2.182.108","1.1.181.231","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"131","0.029346","1.2.66.178","1.1.246.92","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"132","0.029887","1.1.143.71","1.2.59.169","TCP","70","36005  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262668619 TSecr=552365248"
"133","0.030401","1.1.142.50","1.2.58.136","TCP","70","37697  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262672738 TSecr=552044049"
"134","0.030433","1.1.149.192","1.2.150.217","TCP","70","38115  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262672994 TSecr=552470154"
"135","0.030514","1.1.28.13","1.2.169.193","TCP","70","9611  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262673635 TSecr=551366266"
"136","0.030807","1.1.151.64","1.2.35.150","TCP","70","10322  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262675985 TSecr=552365681"
"137","0.030910","1.1.205.190","1.2.123.147","TCP","70","53238  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262676808 TSecr=552470916"
"138","0.031529","1.1.125.68","1.2.201.153","TCP","70","52820  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262681759 TSecr=552745226"
"139","0.031769","1.1.110.105","1.2.218.190","TCP","70","57203  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262683682 TSecr=552745121"
"140","0.034105","1.1.31.160","1.2.171.245","TCP","70","9390  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262702366 TSecr=551539120"
"141","0.034472","1.1.97.33","1.2.214.85","TCP","70","26940  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262705300 TSecr=551793315"
"142","0.034673","1.1.118.102","1.2.194.187","TCP","70","51076  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262706913 TSecr=552622457"
"143","0.035051","1.1.248.196","1.2.77.26","TCP","70","20964  >  443 [ACK] Seq=1 Ack=635 Win=18824 Len=0 TSval=262709931 TSecr=553138206"
"144","0.035352","1.1.92.128","1.2.232.213","TCP","70","60841  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262712345 TSecr=552745196"
"145","0.035589","1.1.181.231","1.2.182.108","TCP","70","1855  >  443 [ACK] Seq=1 Ack=635 Win=18824 Len=0 TSval=262714241 TSecr=553231500"
"146","0.035599","1.2.168.26","1.1.26.113","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"147","0.035604","1.2.80.93","1.1.228.7","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"148","0.035608","1.2.245.144","1.1.245.23","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"149","0.035612","1.2.95.135","1.1.93.106","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"150","0.035616","1.2.81.47","1.1.228.217","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"151","0.035630","1.2.190.88","1.1.189.243","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"152","0.035643","1.2.46.192","1.1.152.186","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"153","0.035650","1.2.25.98","1.1.173.12","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"154","0.035654","1.2.87.60","1.1.226.180","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"155","0.035658","1.2.127.160","1.1.203.60","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"156","0.035667","1.2.248.146","1.1.76.61","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"157","0.035671","1.2.217.245","1.1.223.127","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"158","0.035676","1.2.211.27","1.1.100.61","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"159","0.035679","1.2.24.135","1.1.172.49","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"160","0.035683","1.2.199.243","1.1.199.154","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"161","0.036340","1.1.84.165","1.2.224.250","TCP","70","22968  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262720242 TSecr=552469719"
"162","0.036682","1.1.234.198","1.2.95.28","TCP","70","25562  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262722986 TSecr=552470633"
"163","0.036788","1.1.50.24","1.2.134.109","TCP","70","14118  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262723830 TSecr=552112034"
"164","0.036896","1.1.98.116","1.2.214.201","TCP","70","56195  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262724693 TSecr=551366778"
"165","0.037048","1.1.85.155","1.2.225.240","TCP","70","59037  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262725911 TSecr=552365874"
"166","0.037278","1.1.45.155","1.2.155.229","TCP","70","14403  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262727751 TSecr=552521760"
"167","0.037894","1.1.46.135","1.2.154.239","TCP","70","40888  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262732675 TSecr=552845278"
"168","0.038171","1.1.76.70","1.2.248.155","TCP","70","20808  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262734893 TSecr=552845370"
"169","0.040509","1.1.237.192","1.2.90.40","TCP","70","62193  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262753601 TSecr=551539312"
"170","0.041107","1.1.171.172","1.2.32.3","TCP","70","9464  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262758380 TSecr=552844673"
"171","0.041404","1.1.189.172","1.2.191.89","TCP","70","48861  >  443 [ACK] Seq=1 Ack=635 Win=18824 Len=0 TSval=262760759 TSecr=553138282"
"172","0.041706","1.1.190.235","1.2.11.65","TCP","70","4095  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262763176 TSecr=552745319"
"173","0.041896","1.1.161.54","1.2.22.88","TCP","70","7254  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262764698 TSecr=551934407"
"174","0.041931","1.1.76.61","1.2.248.146","TCP","70","64847  >  443 [ACK] Seq=1 Ack=635 Win=18824 Len=0 TSval=262764973 TSecr=553282102"
"175","0.041940","1.2.156.70","1.1.39.241","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"176","0.041945","1.2.1.249","1.1.181.145","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"177","0.041949","1.2.235.15","1.1.94.186","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"178","0.041953","1.2.53.25","1.1.128.183","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"179","0.041957","1.2.122.230","1.1.206.144","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"180","0.041971","1.2.94.253","1.1.234.167","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"181","0.041975","1.2.39.155","1.1.147.55","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"182","0.041979","1.2.109.134","1.1.217.48","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"183","0.041983","1.2.129.72","1.1.52.243","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"184","0.041987","1.2.248.102","1.1.76.17","SSLv3","704","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"185","0.042714","1.1.228.217","1.2.81.47","TCP","70","59878  >  443 [ACK] Seq=1 Ack=635 Win=18824 Len=0 TSval=262771237 TSecr=553281691"
"186","0.042722","1.1.211.177","1.2.104.8","TCP","70","57651  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262771304 TSecr=552469926"
"187","0.042958","1.1.119.211","1.2.204.41","TCP","70","32075  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262773191 TSecr=552521964"
"188","0.043149","1.1.35.252","1.2.144.81","TCP","70","38164  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262774720 TSecr=552161176"
"189","0.043150","1.1.93.187","1.2.234.35","TCP","70","61162  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262774723 TSecr=551438866"
"190","0.043461","1.1.27.26","1.2.168.68","TCP","70","8749  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262777212 TSecr=552366096"
"191","0.043801","1.1.117.103","1.2.193.220","TCP","70","50953  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262779938 TSecr=552522299"
"192","0.044130","1.1.163.70","1.2.23.170","TCP","70","45155  >  443 [ACK] Seq=1 Ack=1 Win=18824 Len=0 TSval=262782566 TSecr=552896489"
