"No.","Time","Source","Destination","Protocol","Length","Info"
"86","0.000079","1.2.180.72","1.1.121.10","TCP","70","443  >  1328 [ACK] Seq=1 Ack=2 Win=23168 Len=0 TSval=379176885 TSecr=88609299"
"87","0.000081","1.2.94.217","1.1.94.110","TCP","70","443  >  25490 [ACK] Seq=1 Ack=1 Win=31856 Len=0 TSval=379176898 TSecr=88608355"
"88","0.000081","1.1.113.203","1.2.117.199","TCP","70","50835  >  443 [ACK] Seq=1 Ack=1 Win=24616 Len=0 TSval=88609665 TSecr=379175850"
"89","0.000082","1.1.221.182","1.2.114.122","TCP","70","52028  >  443 [FIN, ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=88609668 TSecr=379174461"
"90","0.000083","1.1.212.72","1.2.105.82","TCP","70","57874  >  443 [FIN, ACK] Seq=1 Ack=402 Win=65535 Len=0 TSval=88609676 TSecr=379176809"
"91","0.000083","1.1.28.242","1.2.56.31","TCP","70","37081  >  80 [ACK] Seq=1 Ack=1 Win=5792 Len=0 TSval=88609680 TSecr=379176782"
"92","0.000083","1.2.70.196","1.1.63.46","TCP","70","443  >  63377 [ACK] Seq=1 Ack=1370 Win=23168 Len=0 TSval=379176918 TSecr=88609350"
"93","0.000087","1.2.36.42","1.1.151.202","SSLv3","993","Application Data"
"94","0.000087","1.2.13.54","1.1.189.8","TCP","70","443  >  48630 [ACK] Seq=1 Ack=1 Win=23168 Len=0 TSval=379176950 TSecr=88608365"
"95","0.000087","1.2.196.33","1.1.219.11","TCP","70","443  >  30253 [ACK] Seq=1 Ack=1 Win=31856 Len=0 TSval=379176951 TSecr=88608967"
"96","0.000088","1.2.105.194","1.1.101.212","TCP","70","443  >  28284 [ACK] Seq=2 Ack=2 Win=23168 Len=0 TSval=379176952 TSecr=88609595"
"97","0.000089","1.2.239.73","1.1.82.81","TCP","70","443  >  60419 [ACK] Seq=2 Ack=2 Win=65535 Len=0 TSval=379176960 TSecr=88609375"
"98","0.000089","1.1.252.79","1.2.252.171","TCP","70","1381  >  443 [ACK] Seq=1 Ack=924 Win=30408 Len=0 TSval=88609725 TSecr=379176648"
"99","0.000089","1.2.204.117","1.1.92.188","TCP","74","80  >  32059 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 TSval=379176966 TSecr=88608579"
"100","0.000089","1.2.233.251","1.1.233.159","TCP","70","443  >  61115 [FIN, ACK] Seq=1 Ack=1 Win=31856 Len=0 TSval=379176967 TSecr=86989640"
"101","0.000090","1.1.247.91","1.2.75.97","TCP","70","20507  >  443 [FIN, ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=88609732 TSecr=379174502"
"102","0.000090","1.2.105.87","1.1.248.252","TCP","70","80  >  28193 [ACK] Seq=1 Ack=1 Win=7240 Len=0 TSval=379176968 TSecr=88609023"
"103","0.000091","1.2.105.82","1.1.212.72","TCP","70","443  >  57874 [ACK] Seq=402 Ack=2 Win=65535 Len=0 TSval=379176979 TSecr=88609676"
"104","0.000092","1.2.163.46","1.1.186.113","TCP","70","443  >  7146 [ACK] Seq=2 Ack=2 Win=65535 Len=0 TSval=379176991 TSecr=88609405"
"105","0.000093","1.1.207.15","1.2.173.23","TCP","70","7636  >  80 [ACK] Seq=1 Ack=1 Win=8688 Len=0 TSval=88609757 TSecr=379174504"
"106","0.000097","1.2.174.23","1.1.21.194","TCP","70","443  >  45783 [FIN, ACK] Seq=1 Ack=1 Win=23168 Len=0 TSval=379177024 TSecr=86991520"
"107","0.000097","1.2.231.4","1.1.82.156","TCP","70","443  >  60347 [ACK] Seq=1 Ack=2 Win=31856 Len=0 TSval=379177024 TSecr=88609195"
"108","0.000098","1.2.14.53","1.1.199.110","TCP","70","80  >  48887 [ACK] Seq=1 Ack=1 Win=7240 Len=0 TSval=379177037 TSecr=88607394"
"109","0.000102","1.1.95.20","1.2.235.124","SSLv3","1456","Application Data"
"110","0.000103","1.1.16.97","1.2.20.47","TCP","70","42219  >  443 [ACK] Seq=1 Ack=1 Win=24616 Len=0 TSval=88609828 TSecr=379175859"
"111","0.000103","1.1.236.92","1.2.95.196","TCP","70","55421  >  443 [ACK] Seq=1 Ack=401 Win=65535 Len=0 TSval=88609837 TSecr=379176597"
"112","0.000103","1.2.215.25","1.1.72.185","TCP","70","80  >  56275 [ACK] Seq=1 Ack=2 Win=7240 Len=0 TSval=379177078 TSecr=88609360"
"113","0.000107","1.1.229.247","1.2.86.13","SSLv3","1439","Application Data"
"114","0.000109","1.2.81.207","1.1.77.246","TCP","70","443  >  60039 [ACK] Seq=1 Ack=2 Win=23168 Len=0 TSval=379177121 TSecr=88609427"
"115","0.000108","1.1.182.41","1.2.2.146","SSLv3","1456","Application Data"
"116","0.000111","1.2.127.124","1.1.119.187","TCP","70","443  >  47157 [FIN, ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=379177138 TSecr=88133795"
"117","0.000110","1.1.142.227","1.2.59.91","SSLv3","1475","Application Data"
"118","0.000111","1.1.18.14","1.2.162.8","TCP","70","6857  >  443 [ACK] Seq=1 Ack=1 Win=24616 Len=0 TSval=88609896 TSecr=379175938"
"119","0.000111","1.1.151.173","1.2.43.123","TCP","70","12341  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=88609896 TSecr=379174827"
"120","0.000111","1.1.148.255","1.2.156.141","TCP","70","11593  >  443 [ACK] Seq=1 Ack=401 Win=65535 Len=0 TSval=88609897 TSecr=379176739"
"121","0.000112","1.1.199.8","1.2.186.183","TCP","74","49023  >  80 [SYN] Seq=0 Win=5792 Len=0 MSS=1460 TSval=88609905 TSecr=0"
"122","0.000114","1.1.43.183","1.2.47.148","TCP","70","34893  >  443 [FIN, ACK] Seq=1 Ack=2 Win=24616 Len=0 TSval=88609929 TSecr=379176670"
"123","0.000114","1.2.233.208","1.1.85.212","TCP","70","443  >  25234 [ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=379177166 TSecr=88607658"
"124","0.000115","1.1.175.247","1.2.28.96","TCP","70","8489  >  443 [ACK] Seq=1 Ack=1 Win=30408 Len=0 TSval=88609933 TSecr=379176119"
"125","0.000117","1.2.69.218","1.1.62.62","TCP","70","443  >  19149 [ACK] Seq=1 Ack=1370 Win=23168 Len=0 TSval=379177186 TSecr=88609565"
"126","0.000118","1.1.92.234","1.2.233.101","SSLv3","693","Application Data"
"127","0.000122","1.1.185.195","1.2.14.44","SSLv3","1456","Application Data"
"128","0.000123","1.1.34.10","1.2.61.134","TCP","70","36424  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8688 Len=0 TSval=88609990 TSecr=379175073"
"129","0.000123","1.1.67.182","1.2.68.18","TCP","70","18643  >  443 [ACK] Seq=1 Ack=1 Win=30408 Len=0 TSval=88609990 TSecr=379176157"
"130","0.000124","1.1.80.5","1.2.91.74","TCP","70","60425  >  443 [FIN, ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=88610003 TSecr=379175332"
"131","0.000126","1.2.56.49","1.1.55.213","SSLv3","994","Application Data"
"132","0.000127","1.2.13.27","1.1.113.193","TCP","70","80  >  4568 [FIN, ACK] Seq=1 Ack=1 Win=7240 Len=0 TSval=379177271 TSecr=87595427"
"133","0.000128","1.2.4.77","1.1.101.31","TCP","70","80  >  46343 [ACK] Seq=1 Ack=1 Win=7240 Len=0 TSval=379177277 TSecr=88608104"
"134","0.000128","1.1.114.121","1.2.185.226","HTTP","1298","GET http://www.google.ro/accounts/KLGRPVt?hl=en&service=mail&ilo=1&ils=s.RO&ilc=1&continue=https%3A%2F%2Faccounts.google.com%2FServiceLogin%3Fservice%3Dmail%26passive%3Dtrue%26rm%3Dfalse%26continue%3Dhttps%3A%2F%2Fmail.google.com%2Fmail%2F%26ss%3D1%26scc%3D1%26ltmpl%3Ddefault%26ltmplcache%3D2%26hl%3Den&zx=-052209438 HTTP/1.1 "
"135","0.000129","1.1.233.159","1.2.233.251","TCP","70","61115  >  443 [FIN, ACK] Seq=1 Ack=2 Win=31856 Len=0 TSval=88610035 TSecr=379176967"
"136","0.000129","1.1.93.219","1.2.209.203","TCP","70","27268  >  443 [FIN, ACK] Seq=1 Ack=2 Win=65535 Len=0 TSval=88610036 TSecr=379176263"
"137","0.000130","1.2.120.79","1.1.192.23","TCP","70","443  >  32007 [FIN, ACK] Seq=1 Ack=1 Win=23168 Len=0 TSval=379177292 TSecr=86894143"
"138","0.000130","1.1.128.90","1.2.56.67","SSLv3","1439","Application Data"
"139","0.000131","1.1.151.202","1.2.36.42","TCP","70","10462  >  443 [ACK] Seq=1 Ack=924 Win=30408 Len=0 TSval=88610054 TSecr=379176944"
"140","0.000132","1.1.97.58","1.2.207.116","HTTP","1298","GET http://www.google.ro/accounts/KLGRPVt?hl=en&service=mail&ilo=1&ils=s.RO&ilc=1&continue=https%3A%2F%2Faccounts.google.com%2FServiceLogin%3Fservice%3Dmail%26passive%3Dtrue%26rm%3Dfalse%26continue%3Dhttps%3A%2F%2Fmail.google.com%2Fmail%2F%26ss%3D1%26scc%3D1%26ltmpl%3Ddefault%26ltmplcache%3D2%26hl%3Den&zx=-052209438 HTTP/1.1 "
"141","0.000133","1.2.209.225","1.1.208.221","SSLv3","831","Application Data"
"142","0.000134","1.2.194.39","1.1.113.224","TCP","70","443  >  31456 [FIN, ACK] Seq=1 Ack=1 Win=23168 Len=0 TSval=379177322 TSecr=86992363"
"143","0.000137","1.1.192.40","1.2.204.87","SSLv3","1439","Application Data"
"144","0.000138","1.1.56.33","1.2.83.61","TCP","70","60408  >  80 [ACK] Seq=1 Ack=1546 Win=8688 Len=0 TSval=88610108 TSecr=379176704"
"145","0.000138","1.2.86.13","1.1.229.247","TCP","70","443  >  23246 [ACK] Seq=1 Ack=1370 Win=23168 Len=0 TSval=379177354 TSecr=88609861"
"146","0.000138","1.1.202.34","1.2.127.36","TCP","70","1321  >  443 [FIN, ACK] Seq=1 Ack=1 Win=31856 Len=0 TSval=88610108 TSecr=379175606"
"147","0.000138","1.1.153.158","1.2.253.142","TCP","70","20041  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8688 Len=0 TSval=88610114 TSecr=379175871"
"148","0.000140","1.1.248.172","1.2.224.5","TCP","70","22725  >  443 [FIN, ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=88610132 TSecr=379175827"
"149","0.000141","1.1.92.188","1.2.204.117","TCP","70","32059  >  80 [ACK] Seq=1 Ack=1 Win=5792 Len=0 TSval=88610140 TSecr=379176966"
"150","0.000142","1.2.83.119","1.1.131.86","TCP","70","80  >  58421 [ACK] Seq=1 Ack=1 Win=7240 Len=0 TSval=379177386 TSecr=88608658"
"151","0.000143","1.1.71.224","1.2.251.215","TCP","70","21652  >  443 [FIN, ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=88610160 TSecr=379175885"
"152","0.000143","1.2.47.148","1.1.43.183","TCP","70","443  >  34893 [ACK] Seq=2 Ack=2 Win=23168 Len=0 TSval=379177398 TSecr=88609929"
"153","0.000146","1.2.79.63","1.1.254.215","TCP","70","443  >  21501 [ACK] Seq=1 Ack=1 Win=23168 Len=0 TSval=379177418 TSecr=88608303"
"154","0.000147","1.2.233.251","1.1.233.159","TCP","70","443  >  61115 [ACK] Seq=2 Ack=2 Win=31856 Len=0 TSval=379177427 TSecr=88610035"
"155","0.000150","1.2.194.68","1.1.110.121","TCP","70","443  >  31485 [ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=379177449 TSecr=88608702"
"156","0.000150","1.2.209.203","1.1.93.219","TCP","70","443  >  27268 [ACK] Seq=2 Ack=2 Win=65535 Len=0 TSval=379177454 TSecr=88610036"
"157","0.000151","1.1.251.213","1.2.228.49","SSLv3","1456","Application Data"
"158","0.000152","1.1.230.23","1.2.231.27","TCP","70","58664  >  443 [FIN, ACK] Seq=1 Ack=1 Win=31856 Len=0 TSval=88610232 TSecr=379175523"
"159","0.000153","1.1.113.201","1.2.200.135","TCP","70","52550  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=88610237 TSecr=379175949"
"160","0.000155","1.2.15.176","1.1.4.77","SSLv3","1095","Application Data"
"161","0.000156","1.2.62.115","1.1.150.227","TCP","70","80  >  17198 [ACK] Seq=1 Ack=1 Win=7240 Len=0 TSval=379177497 TSecr=88608333"
"162","0.000157","1.2.35.64","1.1.27.117","TCP","70","443  >  10236 [ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=379177511 TSecr=88608802"
"163","0.000157","1.1.26.38","1.2.26.130","SSLv3","1456","Application Data"
"164","0.000159","1.1.248.155","1.2.248.247","SSLv3","693","Application Data"
"165","0.000161","1.1.93.98","1.2.97.113","TCP","70","26174  >  443 [ACK] Seq=1 Ack=1 Win=24616 Len=0 TSval=88610300 TSecr=379176183"
"166","0.000162","1.1.71.37","1.2.243.141","TCP","70","1094  >  443 [FIN, ACK] Seq=1 Ack=1 Win=31856 Len=0 TSval=88610313 TSecr=379175946"
"167","0.000162","1.2.253.141","1.1.253.33","SSLv3","1475","Application Data"
"168","0.000163","1.2.124.71","1.1.204.18","TCP","70","443  >  33031 [FIN, ACK] Seq=1 Ack=1 Win=23168 Len=0 TSval=379177554 TSecr=87509378"
"169","0.000166","1.1.15.250","1.2.16.86","TCP","70","5404  >  443 [FIN, ACK] Seq=1 Ack=1 Win=31856 Len=0 TSval=88610344 TSecr=379175947"
"170","0.000165","1.2.198.125","1.1.197.121","SSLv3","1475","Application Data"
"171","0.000167","1.2.179.244","1.1.0.33","SSLv3","1095","Application Data"
"172","0.000168","1.2.188.23","1.1.176.13","TCP","70","443  >  3281 [ACK] Seq=1 Ack=1 Win=23168 Len=0 TSval=379177592 TSecr=88608516"
"173","0.000168","1.2.11.255","1.1.7.87","TCP","70","443  >  4287 [ACK] Seq=1 Ack=1 Win=23168 Len=0 TSval=379177592 TSecr=88608915"
"174","0.000168","1.2.2.146","1.1.182.41","TCP","70","443  >  1862 [ACK] Seq=1 Ack=1387 Win=31856 Len=0 TSval=379177593 TSecr=88609870"
"175","0.000168","1.2.14.44","1.1.185.195","TCP","70","443  >  48869 [ACK] Seq=1 Ack=1387 Win=31856 Len=0 TSval=379177594 TSecr=88609980"
"176","0.000171","1.2.186.183","1.1.199.8","TCP","74","80  >  49023 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 TSval=379177621 TSecr=88609905"
"177","0.000171","1.1.240.183","1.2.75.249","SSLv3","1439","Application Data"
"178","0.000172","1.2.154.167","1.1.19.211","TCP","70","80  >  40800 [ACK] Seq=1 Ack=1 Win=7240 Len=0 TSval=379177627 TSecr=88608693"
"179","0.000172","1.2.0.137","1.1.100.69","TCP","70","80  >  1345 [FIN, ACK] Seq=1 Ack=1 Win=7240 Len=0 TSval=379177628 TSecr=87777629"
