"No.","Time","Source","Destination","Protocol","Length","Info"
"44","0.000056","1.1.207.255","1.2.169.95","TCP","70","44567  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224557745 TSecr=515124594"
"45","0.000057","1.1.49.230","1.2.86.233","TCP","70","23459  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=224557749 TSecr=515124037"
"46","0.000058","1.1.124.33","1.2.150.75","TCP","70","9991  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=224557755 TSecr=515123362"
"47","0.000063","1.2.51.118","1.1.186.208","SSLv3","1475","Application Data"
"48","0.000064","1.1.98.89","1.2.188.49","TCP","70","49389  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224557805 TSecr=515124777"
"49","0.000064","1.2.11.11","1.1.101.248","SSLv3","1475","Application Data"
"50","0.000065","1.1.171.84","1.2.245.151","TCP","70","18010  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=224557816 TSecr=515124068"
"51","0.000066","1.2.107.136","1.1.240.98","SSLv3","1475","Application Data"
"52","0.000069","1.1.20.205","1.2.130.90","TCP","70","15124  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=224557847 TSecr=515123892"
"53","0.000070","1.2.217.205","1.1.247.66","SSLv3","1475","Application Data"
"54","0.000071","1.2.75.97","1.1.145.115","SSLv3","1475","Application Data"
"55","0.000072","1.2.96.158","1.1.60.133","TCP","74","443  >  58184 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 TSval=515125110 TSecr=224557121"
"56","0.000073","1.1.13.224","1.2.52.168","TCP","70","14691  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=224557879 TSecr=515124183"
"57","0.000079","1.2.173.132","1.1.112.186","SSLv3","1475","Application Data"
"58","0.000080","1.2.83.241","1.1.47.209","SSLv3","1475","Application Data"
"59","0.000081","1.1.36.118","1.2.76.7","TCP","70","64711  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=224557942 TSecr=515124306"
"60","0.000081","1.2.115.201","1.1.252.242","SSLv3","1475","Application Data"
"61","0.000082","1.2.142.207","1.1.23.184","SSLv3","570","Application Data"
"62","0.000083","1.1.67.75","1.2.103.5","TCP","70","27584  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=224557955 TSecr=515124425"
"63","0.000083","1.1.10.214","1.2.134.205","TCP","70","14224  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=224557959 TSecr=515123954"
"64","0.000087","1.2.125.118","1.1.239.134","SSLv3","1475","Application Data"
"65","0.000091","1.1.242.222","1.2.218.155","TCP","70","57180  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=224558022 TSecr=515124478"
"66","0.000091","1.1.7.190","1.2.42.59","TCP","70","41718  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=224558024 TSecr=515124124"
"67","0.000093","1.1.60.133","1.2.96.158","TCP","70","58184  >  443 [ACK] Seq=1 Ack=1 Win=17376 Len=0 TSval=224558036 TSecr=515125110"
"68","0.000092","1.2.41.7","1.1.182.84","SSLv3","1475","Application Data"
"69","0.000096","1.2.176.63","1.1.96.193","SSLv3","1475","Application Data"
"70","0.000099","1.1.41.165","1.2.79.210","TCP","70","59536  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=224558086 TSecr=515124236"
"71","0.000099","1.2.44.92","1.1.183.60","SSLv3","1475","Application Data"
"72","0.000100","1.2.45.201","1.1.8.23","SSLv3","1475","Application Data"
"73","0.000102","1.1.160.70","1.2.131.171","TCP","70","15465  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558113 TSecr=515124861"
"74","0.000101","1.2.42.6","1.1.6.87","SSLv3","1475","Application Data"
"75","0.000103","1.2.216.125","1.1.241.125","SSLv3","1475","Application Data"
"76","0.000104","1.2.181.58","1.1.232.207","SSLv3","1475","Application Data"
"77","0.000106","1.1.240.98","1.2.107.136","TCP","70","28739  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558144 TSecr=515125061"
"78","0.000108","1.2.194.11","1.1.79.158","SSLv3","1475","Application Data"
"79","0.000109","1.2.194.133","1.1.82.173","SSLv3","1475","Application Data"
"80","0.000111","1.2.227.137","1.1.135.182","SSLv3","1475","Application Data"
"81","0.000112","1.1.51.225","1.2.87.95","TCP","70","61466  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558194 TSecr=515124927"
"82","0.000112","1.2.23.180","1.1.114.252","SSLv3","1475","Application Data"
"83","0.000116","1.1.47.209","1.2.83.241","TCP","70","22700  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558222 TSecr=515125169"
"84","0.000120","1.1.252.242","1.2.115.201","TCP","70","50322  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558258 TSecr=515125179"
"85","0.000121","1.2.216.222","1.1.242.202","SSLv3","1475","Application Data"
"86","0.000124","1.1.101.248","1.2.11.11","TCP","70","4043  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558286 TSecr=515125041"
"87","0.000127","1.2.26.233","1.1.119.152","SSLv3","1475","Application Data"
"88","0.000129","1.1.239.134","1.2.125.118","TCP","70","33341  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558325 TSecr=515125229"
"89","0.000128","1.2.23.233","1.1.113.216","SSLv3","1475","Application Data"
"90","0.000130","1.2.31.164","1.1.200.133","SSLv3","1475","Application Data"
"91","0.000133","1.2.85.156","1.1.135.41","SSLv3","1475","Application Data"
"92","0.000134","1.2.214.220","1.1.136.207","SSLv3","1475","Application Data"
"93","0.000135","1.2.90.141","1.1.56.24","SSLv3","1475","Application Data"
"94","0.000136","1.2.227.185","1.1.135.83","SSLv3","1475","Application Data"
"95","0.000140","1.2.241.219","1.1.150.189","SSLv3","1475","Application Data"
"96","0.000142","1.1.135.182","1.2.227.137","TCP","70","61507  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558427 TSecr=515125417"
"97","0.000141","1.2.162.35","1.1.199.253","SSLv3","1475","Application Data"
"98","0.000142","1.2.11.127","1.1.101.20","SSLv3","1475","Application Data"
"99","0.000144","1.2.198.231","1.1.251.124","SSLv3","1475","Application Data"
"100","0.000150","1.2.82.36","1.1.155.13","SSLv3","1475","Application Data"
"101","0.000151","1.1.37.211","1.2.248.196","SSLv3","210","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"102","0.000155","1.2.200.9","1.1.227.125","SSLv3","1475","Application Data"
"103","0.000156","1.2.221.95","1.1.65.97","SSLv3","1475","Application Data"
"104","0.000163","1.1.16.62","1.2.140.170","TCP","70","37224  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558596 TSecr=515124805"
"105","0.000162","1.2.236.236","1.1.129.255","SSLv3","1475","Application Data"
"106","0.000164","1.1.200.133","1.2.31.164","TCP","70","39009  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558605 TSecr=515125572"
"107","0.000164","1.2.207.110","1.1.227.189","SSLv3","1475","Application Data"
"108","0.000166","1.2.176.160","1.1.212.123","SSLv3","1475","Application Data"
"109","0.000167","1.2.24.63","1.1.192.26","SSLv3","1475","Application Data"
"110","0.000168","1.2.140.142","1.1.19.71","SSLv3","1475","Application Data"
"111","0.000169","1.2.168.184","1.1.120.42","SSLv3","1475","Application Data"
"112","0.000171","1.1.82.6","1.2.118.108","TCP","70","50980  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558666 TSecr=515124908"
"113","0.000173","1.1.251.124","1.2.198.231","TCP","70","30633  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558679 TSecr=515125680"
"114","0.000172","1.2.114.108","1.1.77.227","SSLv3","1475","Application Data"
"115","0.000175","1.1.113.216","1.2.23.233","TCP","70","45225  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558692 TSecr=515125555"
"116","0.000174","1.2.115.53","1.1.81.63","SSLv3","1475","Application Data"
"117","0.000178","1.2.176.222","1.1.234.69","SSLv3","1475","Application Data"
"118","0.000179","1.1.112.186","1.2.173.132","TCP","70","7751  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558729 TSecr=515125160"
"119","0.000179","1.2.89.176","1.1.129.205","SSLv3","1475","Application Data"
"120","0.000183","1.1.150.189","1.2.241.219","TCP","70","19102  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558758 TSecr=515125648"
"121","0.000185","1.2.130.168","1.1.19.84","SSLv3","1475","Application Data"
"122","0.000186","1.1.23.184","1.2.142.207","TCP","70","16267  >  443 [ACK] Seq=1 Ack=501 Win=65535 Len=0 TSval=224558785 TSecr=515125188"
"123","0.000186","1.2.25.193","1.1.193.194","SSLv3","1475","Application Data"
"124","0.000188","1.1.190.104","1.2.153.99","TCP","70","40482  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558797 TSecr=515124660"
"125","0.000194","1.1.136.207","1.2.214.220","TCP","70","56219  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558845 TSecr=515125602"
"126","0.000195","1.2.194.89","1.1.82.187","SSLv3","1475","Application Data"
"127","0.000196","1.1.67.54","1.2.105.112","TCP","70","57898  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558866 TSecr=515124795"
"128","0.000197","1.2.82.112","1.1.158.142","SSLv3","1475","Application Data"
"129","0.000198","1.2.70.255","1.1.144.206","SSLv3","1475","Application Data"
"130","0.000199","1.2.71.168","1.1.151.124","SSLv3","1475","Application Data"
"131","0.000200","1.2.83.155","1.1.132.174","SSLv3","1475","Application Data"
"132","0.000202","1.1.135.83","1.2.227.185","TCP","70","61555  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558909 TSecr=515125622"
"133","0.000202","1.2.222.24","1.1.114.10","SSLv3","1475","Application Data"
"134","0.000204","1.1.45.91","1.2.81.75","TCP","70","59912  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558929 TSecr=515124898"
"135","0.000204","1.2.102.220","1.1.60.152","SSLv3","1475","Application Data"
"136","0.000209","1.1.242.235","1.2.222.94","TCP","70","28466  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558968 TSecr=515124532"
"137","0.000208","1.2.223.59","1.1.69.126","SSLv3","1475","Application Data"
"138","0.000212","1.1.75.244","1.2.195.103","TCP","70","31780  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224558994 TSecr=515124917"
"139","0.000212","1.2.91.133","1.1.51.46","SSLv3","1475","Application Data"
"140","0.000213","1.2.225.131","1.1.44.71","SSLv3","1475","Application Data"
"141","0.000214","1.2.125.48","1.1.238.78","SSLv3","1475","Application Data"
"142","0.000217","1.1.163.112","1.2.142.1","TCP","70","16064  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559035 TSecr=515124673"
"143","0.000219","1.1.227.125","1.2.200.9","TCP","70","32966  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559048 TSecr=515125772"
"144","0.000220","1.1.96.193","1.2.176.63","TCP","70","2297  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559057 TSecr=515125299"
"145","0.000222","1.2.136.73","1.1.24.76","SSLv3","1475","Application Data"
"146","0.000225","1.1.19.59","1.2.140.215","TCP","70","37268  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559098 TSecr=515124852"
"147","0.000226","1.2.47.166","1.1.10.149","SSLv3","1475","Application Data"
"148","0.000228","1.1.129.205","1.2.89.176","TCP","70","24179  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559117 TSecr=515125962"
"149","0.000228","1.1.8.23","1.2.45.201","TCP","70","12938  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559119 TSecr=515125332"
"150","0.000227","1.2.74.160","1.1.38.108","SSLv3","1475","Application Data"
"151","0.000229","1.2.124.29","1.1.226.55","SSLv3","1475","Application Data"
"152","0.000230","1.2.103.251","1.1.244.67","SSLv3","1475","Application Data"
"153","0.000232","1.2.232.123","1.1.141.76","SSLv3","1475","Application Data"
"154","0.000233","1.1.6.87","1.2.42.6","TCP","70","41666  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559161 TSecr=515125341"
"155","0.000233","1.2.217.177","1.1.241.248","SSLv3","1475","Application Data"
"156","0.000236","1.1.114.252","1.2.23.180","TCP","70","45167  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559184 TSecr=515125427"
"157","0.000237","1.1.247.66","1.2.217.205","TCP","70","29323  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559187 TSecr=515125091"
"158","0.000237","1.1.232.207","1.2.181.58","TCP","70","1523  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559188 TSecr=515125361"
"159","0.000241","1.1.212.123","1.2.176.160","TCP","70","46429  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559226 TSecr=515125857"
"160","0.000241","1.2.108.79","1.1.74.4","SSLv3","1475","Application Data"
"161","0.000243","1.2.71.21","1.1.150.116","SSLv3","1475","Application Data"
"162","0.000244","1.1.155.13","1.2.82.36","TCP","70","22239  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559246 TSecr=515125730"
"163","0.000245","1.1.114.10","1.2.222.24","TCP","70","28369  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559252 TSecr=515126151"
"164","0.000245","1.1.119.152","1.2.26.233","TCP","70","45988  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559257 TSecr=515125545"
"165","0.000249","1.1.144.206","1.2.70.255","TCP","70","19386  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559287 TSecr=515126115"
"166","0.000250","1.1.182.84","1.2.41.7","TCP","70","11714  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559296 TSecr=515125271"
"167","0.000252","1.1.227.189","1.2.207.110","TCP","70","52265  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559306 TSecr=515125841"
"168","0.000252","1.1.10.149","1.2.47.166","TCP","70","34898  >  443 [ACK] Seq=1 Ack=1406 Win=43440 Len=0 TSval=224559314 TSecr=515126341"
"169","0.000253","1.1.135.41","1.2.85.156","TCP","70","58967  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559321 TSecr=515125593"
"170","0.000255","1.1.186.208","1.2.51.118","TCP","70","33838  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559332 TSecr=515125032"
"171","0.000254","1.2.79.95","1.1.159.67","SSLv3","1475","Application Data"
"172","0.000255","1.2.13.211","1.1.220.141","SSLv3","1475","Application Data"
"173","0.000256","1.2.33.56","1.1.123.178","SSLv3","1475","Application Data"
"174","0.000258","1.2.19.187","1.1.196.223","SSLv3","1475","Application Data"
"175","0.000259","1.1.242.202","1.2.216.222","TCP","70","29087  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559367 TSecr=515125498"
"176","0.000259","1.2.81.245","1.1.154.6","SSLv3","1475","Application Data"
"177","0.000260","1.2.45.95","1.1.6.190","SSLv3","1475","Application Data"
"178","0.000262","1.1.241.248","1.2.217.177","TCP","70","56954  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559390 TSecr=515126394"
"179","0.000264","1.1.241.125","1.2.216.125","TCP","70","28988  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559404 TSecr=515125352"
"180","0.000264","1.2.73.101","1.1.150.10","SSLv3","1475","Application Data"
"181","0.000266","1.1.60.152","1.2.102.220","TCP","70","55191  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559419 TSecr=515126161"
"182","0.000267","1.1.19.84","1.2.130.168","TCP","70","15205  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559429 TSecr=515126012"
"183","0.000271","1.1.65.97","1.2.221.95","TCP","70","28184  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559464 TSecr=515125784"
"184","0.000273","1.2.136.150","1.1.25.59","SSLv3","1475","Application Data"
"185","0.000275","1.1.193.194","1.2.25.193","TCP","70","7803  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559492 TSecr=515126022"
"186","0.000274","1.2.23.122","1.1.115.141","SSLv3","1475","Application Data"
"187","0.000277","1.1.238.78","1.2.125.48","TCP","70","52723  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559509 TSecr=515126247"
"188","0.000279","1.1.19.71","1.2.140.142","TCP","70","37190  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559526 TSecr=515125876"
"189","0.000282","1.1.69.126","1.2.223.59","TCP","70","58361  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559551 TSecr=515126199"
"190","0.000283","1.2.82.124","1.1.47.99","SSLv3","1475","Application Data"
"191","0.000287","1.1.120.42","1.2.168.184","TCP","70","8561  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559586 TSecr=515125886"
"192","0.000286","1.2.248.180","1.1.147.121","SSLv3","1475","Application Data"
"193","0.000287","1.2.135.141","1.1.186.180","SSLv3","1475","Application Data"
"194","0.000288","1.2.140.168","1.1.13.122","SSLv3","1475","Application Data"
"195","0.000289","1.2.125.174","1.1.88.196","SSLv3","1475","Application Data"
"196","0.000291","1.2.148.28","1.1.204.152","SSLv3","1475","Application Data"
"197","0.000292","1.2.67.233","1.1.169.74","SSLv3","1475","Application Data"
"198","0.000295","1.1.51.46","1.2.91.133","TCP","70","24627  >  443 [ACK] Seq=1 Ack=1406 Win=40544 Len=0 TSval=224559651 TSecr=515126227"
"199","0.000294","1.2.43.139","1.1.178.244","SSLv3","1475","Application Data"
"200","0.000295","1.2.18.229","1.1.217.72","SSLv3","1475","Application Data"
"201","0.000300","1.2.56.75","1.1.186.145","SSLv3","1475","Application Data"
"202","0.000301","1.2.245.139","1.1.26.162","SSLv3","1475","Application Data"
"203","0.000303","1.1.24.76","1.2.136.73","TCP","70","16650  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559715 TSecr=515126306"
"204","0.000304","1.1.82.173","1.2.194.133","TCP","70","51014  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559726 TSecr=515125407"
"205","0.000307","1.2.43.28","1.1.177.89","SSLv3","1475","Application Data"
"206","0.000310","1.1.183.60","1.2.44.92","TCP","70","40223  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559777 TSecr=515125322"
"207","0.000311","1.1.226.55","1.2.124.29","TCP","70","52439  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559780 TSecr=515126360"
"208","0.000311","1.1.145.115","1.2.75.97","TCP","70","64540  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559781 TSecr=515125100"
"209","0.000313","1.1.56.24","1.2.90.141","TCP","70","62291  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559795 TSecr=515125612"
"210","0.000317","1.2.148.27","1.1.119.195","SSLv3","1475","Application Data"
"211","0.000319","1.1.74.4","1.2.108.79","TCP","70","56590  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559846 TSecr=515126462"
"212","0.000319","1.1.79.158","1.2.194.11","TCP","70","50883  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559847 TSecr=515125398"
"213","0.000319","1.1.199.253","1.2.162.35","TCP","70","42717  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559850 TSecr=515125657"
"214","0.000321","1.2.140.240","1.1.161.73","SSLv3","1475","Application Data"
"215","0.000323","1.2.132.213","1.1.184.195","SSLv3","1475","Application Data"
"216","0.000324","1.2.24.134","1.1.110.106","SSLv3","1475","Application Data"
"217","0.000325","1.2.38.145","1.1.127.88","SSLv3","1475","Application Data"
"218","0.000327","1.1.129.255","1.2.236.236","TCP","70","23975  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559913 TSecr=515125832"
"219","0.000328","1.1.192.26","1.2.24.63","TCP","70","45307  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559915 TSecr=515125867"
"220","0.000327","1.2.43.252","1.1.178.1","SSLv3","1475","Application Data"
"221","0.000328","1.2.251.77","1.1.158.22","SSLv3","1475","Application Data"
"222","0.000333","1.2.173.136","1.1.193.96","SSLv3","1475","Application Data"
"223","0.000336","1.1.132.174","1.2.83.155","TCP","70","58456  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559980 TSecr=515126134"
"224","0.000336","1.1.158.142","1.2.82.112","TCP","70","22313  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224559981 TSecr=515126105"
"225","0.000335","1.2.192.84","1.1.79.136","SSLv3","1475","Application Data"
"226","0.000339","1.2.162.125","1.1.112.102","SSLv3","1475","Application Data"
"227","0.000341","1.2.192.24","1.1.75.163","SSLv3","1475","Application Data"
"228","0.000344","1.1.151.124","1.2.71.168","TCP","70","1126  >  443 [ACK] Seq=1 Ack=1406 Win=65535 Len=0 TSval=224560043 TSecr=515126125"
